year,state_orig,state_dest,sctg2,sctg2_description,value
2017,NH,ME,2,Cereal grains and seed,1.29
2012,NH,ME,3,"Agricultural products (excl. feed, grains, and forage)",12.35
2017,NH,ME,3,"Agricultural products (excl. feed, grains, and forage)",12.50
2012,NH,ME,4,"Animal feed, eggs, honey, other products of animal origin",20.32
2017,NH,ME,4,"Animal feed, eggs, honey, other products of animal origin",22.35
2012,NH,ME,5,"Meat, poultry, fish, seafood, and preparations",47.99
2017,NH,ME,5,"Meat, poultry, fish, seafood, and preparations",50.66
2012,NH,ME,7,Other prepared foodstuffs and preparations,87.32
2017,NH,ME,7,Other prepared foodstuffs and preparations,87.55
2012,NH,MI,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2017,NH,MI,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2012,NH,MI,7,Other prepared foodstuffs and preparations,3.17
2017,NH,MI,7,Other prepared foodstuffs and preparations,3.18
2012,NH,MN,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2017,NH,MN,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2012,NH,MN,7,Other prepared foodstuffs and preparations,6.02
2017,NH,MN,7,Other prepared foodstuffs and preparations,6.03
2012,NH,MO,7,Other prepared foodstuffs and preparations,1.01
2017,NH,MO,7,Other prepared foodstuffs and preparations,1.01
2012,NH,MT,7,Other prepared foodstuffs and preparations,0.16
2017,NH,MT,7,Other prepared foodstuffs and preparations,0.16
2012,NH,NC,4,"Animal feed, eggs, honey, other products of animal origin",0.00
2017,NH,NC,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2012,NH,NC,7,Other prepared foodstuffs and preparations,13.46
2017,NH,NC,7,Other prepared foodstuffs and preparations,13.50
2012,NH,ND,4,"Animal feed, eggs, honey, other products of animal origin",0.31
2017,NH,ND,4,"Animal feed, eggs, honey, other products of animal origin",0.34
2012,NH,NJ,4,"Animal feed, eggs, honey, other products of animal origin",1.12
2017,NH,NJ,4,"Animal feed, eggs, honey, other products of animal origin",1.23
2012,NH,NJ,5,"Meat, poultry, fish, seafood, and preparations",4.13
2017,NH,NJ,5,"Meat, poultry, fish, seafood, and preparations",4.36
2012,NH,NJ,7,Other prepared foodstuffs and preparations,24.36
2017,NH,NJ,7,Other prepared foodstuffs and preparations,24.43
2012,NH,NV,5,"Meat, poultry, fish, seafood, and preparations",1.80
2017,NH,NV,5,"Meat, poultry, fish, seafood, and preparations",1.90
2012,NH,NV,7,Other prepared foodstuffs and preparations,2.36
2017,NH,NV,7,Other prepared foodstuffs and preparations,2.36
2012,NH,NY,1,Animals & fish (live),2.07
2017,NH,NY,1,Animals & fish (live),2.05
2012,NH,NY,3,"Agricultural products (excl. feed, grains, and forage)",3.74
2017,NH,NY,3,"Agricultural products (excl. feed, grains, and forage)",3.79
2012,NH,NY,4,"Animal feed, eggs, honey, other products of animal origin",18.72
2017,NH,NY,4,"Animal feed, eggs, honey, other products of animal origin",20.59
2012,NH,NY,5,"Meat, poultry, fish, seafood, and preparations",19.38
2017,NH,NY,5,"Meat, poultry, fish, seafood, and preparations",20.45
2012,NH,NY,7,Other prepared foodstuffs and preparations,85.66
2017,NH,NY,7,Other prepared foodstuffs and preparations,85.89
2012,NH,OH,4,"Animal feed, eggs, honey, other products of animal origin",0.77
2017,NH,OH,4,"Animal feed, eggs, honey, other products of animal origin",0.85
2012,NH,OH,5,"Meat, poultry, fish, seafood, and preparations",0.34
2017,NH,OH,5,"Meat, poultry, fish, seafood, and preparations",0.36
2012,NH,OH,7,Other prepared foodstuffs and preparations,11.30
2017,NH,OH,7,Other prepared foodstuffs and preparations,11.33
2012,NH,OK,7,Other prepared foodstuffs and preparations,0.17
2017,NH,OK,7,Other prepared foodstuffs and preparations,0.17
2012,NH,OR,7,Other prepared foodstuffs and preparations,27.09
2017,NH,OR,7,Other prepared foodstuffs and preparations,27.16
2012,NH,PA,4,"Animal feed, eggs, honey, other products of animal origin",10.42
2017,NH,PA,4,"Animal feed, eggs, honey, other products of animal origin",11.47
2012,NH,PA,5,"Meat, poultry, fish, seafood, and preparations",1.04
2017,NH,PA,5,"Meat, poultry, fish, seafood, and preparations",1.10
2012,NH,PA,7,Other prepared foodstuffs and preparations,71.11
2017,NH,PA,7,Other prepared foodstuffs and preparations,71.30
2012,NH,RI,1,Animals & fish (live),8.11
2017,NH,RI,1,Animals & fish (live),7.99
2012,NH,RI,3,"Agricultural products (excl. feed, grains, and forage)",0.79
2017,NH,RI,3,"Agricultural products (excl. feed, grains, and forage)",0.80
2012,NH,RI,4,"Animal feed, eggs, honey, other products of animal origin",10.42
2017,NH,RI,4,"Animal feed, eggs, honey, other products of animal origin",11.47
2012,NH,RI,5,"Meat, poultry, fish, seafood, and preparations",30.89
2017,NH,RI,5,"Meat, poultry, fish, seafood, and preparations",32.61
2012,NH,RI,7,Other prepared foodstuffs and preparations,2.89
2017,NH,RI,7,Other prepared foodstuffs and preparations,2.89
2012,NH,SC,5,"Meat, poultry, fish, seafood, and preparations",8.35
2017,NH,SC,5,"Meat, poultry, fish, seafood, and preparations",8.81
2012,NH,SC,7,Other prepared foodstuffs and preparations,4.29
2017,NH,SC,7,Other prepared foodstuffs and preparations,4.30
2012,NH,TN,4,"Animal feed, eggs, honey, other products of animal origin",0.00
2017,NH,TN,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2012,NH,TN,7,Other prepared foodstuffs and preparations,21.71
2017,NH,TN,7,Other prepared foodstuffs and preparations,21.77
2012,NH,TX,4,"Animal feed, eggs, honey, other products of animal origin",2.20
2017,NH,TX,4,"Animal feed, eggs, honey, other products of animal origin",2.42
2012,NH,TX,5,"Meat, poultry, fish, seafood, and preparations",2.49
2017,NH,TX,5,"Meat, poultry, fish, seafood, and preparations",2.62
2012,NH,TX,7,Other prepared foodstuffs and preparations,42.75
2017,NH,TX,7,Other prepared foodstuffs and preparations,42.86
2012,NH,UT,7,Other prepared foodstuffs and preparations,24.08
2017,NH,UT,7,Other prepared foodstuffs and preparations,24.15
2012,NH,VA,4,"Animal feed, eggs, honey, other products of animal origin",1.34
2017,NH,VA,4,"Animal feed, eggs, honey, other products of animal origin",1.47
2012,NH,VA,7,Other prepared foodstuffs and preparations,3.49
2017,NH,VA,7,Other prepared foodstuffs and preparations,3.50
2012,NH,VT,1,Animals & fish (live),1.35
2017,NH,VT,1,Animals & fish (live),1.33
2012,NH,VT,2,Cereal grains and seed,2.36
2017,NH,VT,2,Cereal grains and seed,2.32
2012,NH,VT,3,"Agricultural products (excl. feed, grains, and forage)",6.78
2017,NH,VT,3,"Agricultural products (excl. feed, grains, and forage)",6.87
2012,NH,VT,4,"Animal feed, eggs, honey, other products of animal origin",1.06
2017,NH,VT,4,"Animal feed, eggs, honey, other products of animal origin",1.17
2012,NH,VT,5,"Meat, poultry, fish, seafood, and preparations",22.02
2017,NH,VT,5,"Meat, poultry, fish, seafood, and preparations",23.25
2012,NH,VT,6,Milled grain products and preparations and bakery products,10.31
2017,NH,VT,6,Milled grain products and preparations and bakery products,10.36
2012,NH,VT,7,Other prepared foodstuffs and preparations,62.47
2017,NH,VT,7,Other prepared foodstuffs and preparations,62.64
2012,NH,WA,5,"Meat, poultry, fish, seafood, and preparations",0.82
2017,NH,WA,5,"Meat, poultry, fish, seafood, and preparations",0.87
2012,NH,WA,7,Other prepared foodstuffs and preparations,0.39
2017,NH,WA,7,Other prepared foodstuffs and preparations,0.39
2012,NH,WI,7,Other prepared foodstuffs and preparations,1.07
2017,NH,WI,7,Other prepared foodstuffs and preparations,1.08
2012,NH,WV,4,"Animal feed, eggs, honey, other products of animal origin",0.17
2017,NH,WV,4,"Animal feed, eggs, honey, other products of animal origin",0.19
2012,NJ,AL,3,"Agricultural products (excl. feed, grains, and forage)",211.38
2017,NJ,AL,3,"Agricultural products (excl. feed, grains, and forage)",220.10
2012,NJ,AL,5,"Meat, poultry, fish, seafood, and preparations",18.04
2017,NJ,AL,5,"Meat, poultry, fish, seafood, and preparations",20.83
2012,NJ,AL,6,Milled grain products and preparations and bakery products,40.70
2017,NJ,AL,6,Milled grain products and preparations and bakery products,44.75
2012,NJ,AL,7,Other prepared foodstuffs and preparations,60.59
2017,NJ,AL,7,Other prepared foodstuffs and preparations,66.45
2012,NJ,AR,3,"Agricultural products (excl. feed, grains, and forage)",7.91
2017,NJ,AR,3,"Agricultural products (excl. feed, grains, and forage)",8.24
2012,NJ,AR,6,Milled grain products and preparations and bakery products,30.19
2017,NJ,AR,6,Milled grain products and preparations and bakery products,33.20
2012,NJ,AR,7,Other prepared foodstuffs and preparations,13.56
2017,NJ,AR,7,Other prepared foodstuffs and preparations,14.87
2012,NJ,AZ,3,"Agricultural products (excl. feed, grains, and forage)",2.18
2017,NJ,AZ,3,"Agricultural products (excl. feed, grains, and forage)",2.27
2012,NJ,AZ,4,"Animal feed, eggs, honey, other products of animal origin",0.05
2017,NJ,AZ,4,"Animal feed, eggs, honey, other products of animal origin",0.05
2012,NJ,AZ,5,"Meat, poultry, fish, seafood, and preparations",15.18
2017,NJ,AZ,5,"Meat, poultry, fish, seafood, and preparations",17.53
2012,NJ,AZ,6,Milled grain products and preparations and bakery products,8.29
2017,NJ,AZ,6,Milled grain products and preparations and bakery products,9.11
2012,NJ,AZ,7,Other prepared foodstuffs and preparations,69.85
2017,NJ,AZ,7,Other prepared foodstuffs and preparations,76.60
2012,NJ,CA,2,Cereal grains and seed,3.27
2017,NJ,CA,2,Cereal grains and seed,3.21
2012,NJ,CA,3,"Agricultural products (excl. feed, grains, and forage)",283.87
2017,NJ,CA,3,"Agricultural products (excl. feed, grains, and forage)",295.58
2012,NJ,CA,5,"Meat, poultry, fish, seafood, and preparations",74.68
2017,NJ,CA,5,"Meat, poultry, fish, seafood, and preparations",86.21
2012,NJ,CA,6,Milled grain products and preparations and bakery products,162.21
2017,NJ,CA,6,Milled grain products and preparations and bakery products,178.36
2012,NJ,CA,7,Other prepared foodstuffs and preparations,918.61
2017,NJ,CA,7,Other prepared foodstuffs and preparations,1007.36
2012,NJ,CO,5,"Meat, poultry, fish, seafood, and preparations",14.30
2017,NJ,CO,5,"Meat, poultry, fish, seafood, and preparations",16.51
2012,NJ,CO,6,Milled grain products and preparations and bakery products,5.46
2017,NJ,CO,6,Milled grain products and preparations and bakery products,6.00
2012,NJ,CO,7,Other prepared foodstuffs and preparations,36.64
2017,NJ,CO,7,Other prepared foodstuffs and preparations,40.18
2012,NJ,CT,1,Animals & fish (live),11.35
2017,NJ,CT,1,Animals & fish (live),12.23
2012,NJ,CT,2,Cereal grains and seed,1.11
2017,NJ,CT,2,Cereal grains and seed,1.09
2012,NJ,CT,3,"Agricultural products (excl. feed, grains, and forage)",669.85
2017,NJ,CT,3,"Agricultural products (excl. feed, grains, and forage)",697.51
2012,NJ,CT,4,"Animal feed, eggs, honey, other products of animal origin",0.00
2017,NJ,CT,4,"Animal feed, eggs, honey, other products of animal origin",0.00
2012,NJ,CT,5,"Meat, poultry, fish, seafood, and preparations",411.18
2017,NJ,CT,5,"Meat, poultry, fish, seafood, and preparations",474.69
2012,NJ,CT,6,Milled grain products and preparations and bakery products,39.18
2017,NJ,CT,6,Milled grain products and preparations and bakery products,43.08
2012,NJ,CT,7,Other prepared foodstuffs and preparations,576.84
2017,NJ,CT,7,Other prepared foodstuffs and preparations,632.57
2012,NJ,DC,3,"Agricultural products (excl. feed, grains, and forage)",11.20
2017,NJ,DC,3,"Agricultural products (excl. feed, grains, and forage)",11.66
2012,NJ,DC,5,"Meat, poultry, fish, seafood, and preparations",26.94
2017,NJ,DC,5,"Meat, poultry, fish, seafood, and preparations",31.10
2012,NJ,DC,6,Milled grain products and preparations and bakery products,3.79
2017,NJ,DC,6,Milled grain products and preparations and bakery products,4.16
2012,NJ,DC,7,Other prepared foodstuffs and preparations,12.64
2017,NJ,DC,7,Other prepared foodstuffs and preparations,13.87
2012,NJ,DE,1,Animals & fish (live),32.18
2017,NJ,DE,1,Animals & fish (live),34.68
2012,NJ,DE,2,Cereal grains and seed,23.26
2017,NJ,DE,2,Cereal grains and seed,22.87
2012,NJ,DE,3,"Agricultural products (excl. feed, grains, and forage)",97.48
2017,NJ,DE,3,"Agricultural products (excl. feed, grains, and forage)",101.50
2012,NJ,DE,4,"Animal feed, eggs, honey, other products of animal origin",3.58
2017,NJ,DE,4,"Animal feed, eggs, honey, other products of animal origin",3.94
2012,NJ,DE,5,"Meat, poultry, fish, seafood, and preparations",9.05
2017,NJ,DE,5,"Meat, poultry, fish, seafood, and preparations",10.45
2012,NJ,DE,6,Milled grain products and preparations and bakery products,29.15
2017,NJ,DE,6,Milled grain products and preparations and bakery products,32.06
2012,NJ,DE,7,Other prepared foodstuffs and preparations,205.47
2017,NJ,DE,7,Other prepared foodstuffs and preparations,225.32
2012,NJ,FL,2,Cereal grains and seed,11.09
2017,NJ,FL,2,Cereal grains and seed,10.91
2012,NJ,FL,3,"Agricultural products (excl. feed, grains, and forage)",61.08
2017,NJ,FL,3,"Agricultural products (excl. feed, grains, and forage)",63.60
2012,NJ,FL,5,"Meat, poultry, fish, seafood, and preparations",137.60
2017,NJ,FL,5,"Meat, poultry, fish, seafood, and preparations",158.86
2012,NJ,FL,6,Milled grain products and preparations and bakery products,113.58
2017,NJ,FL,6,Milled grain products and preparations and bakery products,124.90
2012,NJ,FL,7,Other prepared foodstuffs and preparations,521.04
2017,NJ,FL,7,Other prepared foodstuffs and preparations,571.38
2012,NJ,GA,3,"Agricultural products (excl. feed, grains, and forage)",28.89
2017,NJ,GA,3,"Agricultural products (excl. feed, grains, and forage)",30.09
2012,NJ,GA,4,"Animal feed, eggs, honey, other products of animal origin",5.10
2017,NJ,GA,4,"Animal feed, eggs, honey, other products of animal origin",5.61
2012,NJ,GA,5,"Meat, poultry, fish, seafood, and preparations",135.33
2017,NJ,GA,5,"Meat, poultry, fish, seafood, and preparations",156.23
2012,NJ,GA,6,Milled grain products and preparations and bakery products,82.06
2017,NJ,GA,6,Milled grain products and preparations and bakery products,90.23
2012,NJ,GA,7,Other prepared foodstuffs and preparations,515.10
2017,NJ,GA,7,Other prepared foodstuffs and preparations,564.86
2012,NJ,IA,3,"Agricultural products (excl. feed, grains, and forage)",47.26
2017,NJ,IA,3,"Agricultural products (excl. feed, grains, and forage)",49.21
2012,NJ,IA,4,"Animal feed, eggs, honey, other products of animal origin",4.00
2017,NJ,IA,4,"Animal feed, eggs, honey, other products of animal origin",4.40
2012,NJ,IA,6,Milled grain products and preparations and bakery products,33.36
2017,NJ,IA,6,Milled grain products and preparations and bakery products,36.68
2012,NJ,IA,7,Other prepared foodstuffs and preparations,207.26
2017,NJ,IA,7,Other prepared foodstuffs and preparations,227.29
2012,NJ,ID,7,Other prepared foodstuffs and preparations,36.29
2017,NJ,ID,7,Other prepared foodstuffs and preparations,39.80
2012,NJ,IL,3,"Agricultural products (excl. feed, grains, and forage)",28.45
2017,NJ,IL,3,"Agricultural products (excl. feed, grains, and forage)",29.62
2012,NJ,IL,4,"Animal feed, eggs, honey, other products of animal origin",21.94
2017,NJ,IL,4,"Animal feed, eggs, honey, other products of animal origin",24.14
2012,NJ,IL,5,"Meat, poultry, fish, seafood, and preparations",85.07
2017,NJ,IL,5,"Meat, poultry, fish, seafood, and preparations",98.22
2012,NJ,IL,6,Milled grain products and preparations and bakery products,263.36
2017,NJ,IL,6,Milled grain products and preparations and bakery products,289.59
2012,NJ,IL,7,Other prepared foodstuffs and preparations,1146.21
2017,NJ,IL,7,Other prepared foodstuffs and preparations,1256.95
2012,NJ,IN,6,Milled grain products and preparations and bakery products,28.33
2017,NJ,IN,6,Milled grain products and preparations and bakery products,31.15
2012,NJ,IN,7,Other prepared foodstuffs and preparations,315.32
2017,NJ,IN,7,Other prepared foodstuffs and preparations,345.78
2012,NJ,KS,3,"Agricultural products (excl. feed, grains, and forage)",0.09
2017,NJ,KS,3,"Agricultural products (excl. feed, grains, and forage)",0.10
2012,NJ,KS,4,"Animal feed, eggs, honey, other products of animal origin",2.73
2017,NJ,KS,4,"Animal feed, eggs, honey, other products of animal origin",3.01
2012,NJ,KS,6,Milled grain products and preparations and bakery products,5.30
2017,NJ,KS,6,Milled grain products and preparations and bakery products,5.83
2012,NJ,KS,7,Other prepared foodstuffs and preparations,18.19
2017,NJ,KS,7,Other prepared foodstuffs and preparations,19.95
2012,NJ,KY,3,"Agricultural products (excl. feed, grains, and forage)",67.36
2017,NJ,KY,3,"Agricultural products (excl. feed, grains, and forage)",70.14
2012,NJ,KY,4,"Animal feed, eggs, honey, other products of animal origin",0.03
2017,NJ,KY,4,"Animal feed, eggs, honey, other products of animal origin",0.03
2012,NJ,KY,5,"Meat, poultry, fish, seafood, and preparations",11.14
2017,NJ,KY,5,"Meat, poultry, fish, seafood, and preparations",12.86
2012,NJ,KY,6,Milled grain products and preparations and bakery products,1.53
2017,NJ,KY,6,Milled grain products and preparations and bakery products,1.69
2012,NJ,KY,7,Other prepared foodstuffs and preparations,118.93
2017,NJ,KY,7,Other prepared foodstuffs and preparations,130.42
2012,NJ,LA,5,"Meat, poultry, fish, seafood, and preparations",11.56
2017,NJ,LA,5,"Meat, poultry, fish, seafood, and preparations",13.35
2012,NJ,LA,6,Milled grain products and preparations and bakery products,4.87
2017,NJ,LA,6,Milled grain products and preparations and bakery products,5.35
2012,NJ,LA,7,Other prepared foodstuffs and preparations,5.32
2017,NJ,LA,7,Other prepared foodstuffs and preparations,5.83
2012,NJ,MA,2,Cereal grains and seed,6.03
2017,NJ,MA,2,Cereal grains and seed,5.93
2012,NJ,MA,3,"Agricultural products (excl. feed, grains, and forage)",587.00
2017,NJ,MA,3,"Agricultural products (excl. feed, grains, and forage)",611.23
2012,NJ,MA,4,"Animal feed, eggs, honey, other products of animal origin",1.07
2017,NJ,MA,4,"Animal feed, eggs, honey, other products of animal origin",1.18
2012,NJ,MA,5,"Meat, poultry, fish, seafood, and preparations",344.55
2017,NJ,MA,5,"Meat, poultry, fish, seafood, and preparations",397.77
2012,NJ,MA,6,Milled grain products and preparations and bakery products,43.30
2017,NJ,MA,6,Milled grain products and preparations and bakery products,47.61
2012,NJ,MA,7,Other prepared foodstuffs and preparations,828.93
2017,NJ,MA,7,Other prepared foodstuffs and preparations,909.02
2012,NJ,MD,1,Animals & fish (live),5.08
2017,NJ,MD,1,Animals & fish (live),5.48
2012,NJ,MD,3,"Agricultural products (excl. feed, grains, and forage)",440.25
2017,NJ,MD,3,"Agricultural products (excl. feed, grains, and forage)",458.42
2012,NJ,MD,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2017,NJ,MD,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2012,NJ,MD,5,"Meat, poultry, fish, seafood, and preparations",214.81
2017,NJ,MD,5,"Meat, poultry, fish, seafood, and preparations",247.99
2012,NJ,MD,6,Milled grain products and preparations and bakery products,286.85
2017,NJ,MD,6,Milled grain products and preparations and bakery products,315.41
2012,NJ,MD,7,Other prepared foodstuffs and preparations,564.30
2017,NJ,MD,7,Other prepared foodstuffs and preparations,618.82
2012,NJ,ME,3,"Agricultural products (excl. feed, grains, and forage)",114.23
2017,NJ,ME,3,"Agricultural products (excl. feed, grains, and forage)",118.94
2012,NJ,ME,5,"Meat, poultry, fish, seafood, and preparations",12.16
2017,NJ,ME,5,"Meat, poultry, fish, seafood, and preparations",14.04
2012,NJ,ME,6,Milled grain products and preparations and bakery products,17.25
2017,NJ,ME,6,Milled grain products and preparations and bakery products,18.97
2012,NJ,ME,7,Other prepared foodstuffs and preparations,96.56
2017,NJ,ME,7,Other prepared foodstuffs and preparations,105.89
2012,NJ,MI,2,Cereal grains and seed,0.46
2017,NJ,MI,2,Cereal grains and seed,0.45
2012,NJ,MI,4,"Animal feed, eggs, honey, other products of animal origin",0.90
2017,NJ,MI,4,"Animal feed, eggs, honey, other products of animal origin",0.99
2012,NJ,MI,5,"Meat, poultry, fish, seafood, and preparations",20.37
2017,NJ,MI,5,"Meat, poultry, fish, seafood, and preparations",23.51
2012,NJ,MI,6,Milled grain products and preparations and bakery products,39.55
2017,NJ,MI,6,Milled grain products and preparations and bakery products,43.49
2012,NJ,MI,7,Other prepared foodstuffs and preparations,215.96
2017,NJ,MI,7,Other prepared foodstuffs and preparations,236.82
2012,NJ,MN,3,"Agricultural products (excl. feed, grains, and forage)",48.36
2017,NJ,MN,3,"Agricultural products (excl. feed, grains, and forage)",50.36
2012,NJ,MN,4,"Animal feed, eggs, honey, other products of animal origin",5.63
2017,NJ,MN,4,"Animal feed, eggs, honey, other products of animal origin",6.19
2012,NJ,MN,6,Milled grain products and preparations and bakery products,5.34
2017,NJ,MN,6,Milled grain products and preparations and bakery products,5.87
2012,NJ,MN,7,Other prepared foodstuffs and preparations,97.68
2017,NJ,MN,7,Other prepared foodstuffs and preparations,107.12
2012,NJ,MO,3,"Agricultural products (excl. feed, grains, and forage)",72.01
2017,NJ,MO,3,"Agricultural products (excl. feed, grains, and forage)",74.98
2012,NJ,MO,4,"Animal feed, eggs, honey, other products of animal origin",3.03
2017,NJ,MO,4,"Animal feed, eggs, honey, other products of animal origin",3.34
2012,NJ,MO,5,"Meat, poultry, fish, seafood, and preparations",3.96
2017,NJ,MO,5,"Meat, poultry, fish, seafood, and preparations",4.57
2012,NJ,MO,6,Milled grain products and preparations and bakery products,21.88
2017,NJ,MO,6,Milled grain products and preparations and bakery products,24.06
2012,NJ,MO,7,Other prepared foodstuffs and preparations,59.59
2017,NJ,MO,7,Other prepared foodstuffs and preparations,65.34
2012,NJ,MS,3,"Agricultural products (excl. feed, grains, and forage)",69.28
2017,NJ,MS,3,"Agricultural products (excl. feed, grains, and forage)",72.14
2012,NJ,MS,6,Milled grain products and preparations and bakery products,7.32
2017,NJ,MS,6,Milled grain products and preparations and bakery products,8.05
2012,NJ,MS,7,Other prepared foodstuffs and preparations,12.30
2017,NJ,MS,7,Other prepared foodstuffs and preparations,13.49
2012,NJ,MT,7,Other prepared foodstuffs and preparations,1.05
2017,NJ,MT,7,Other prepared foodstuffs and preparations,1.15
2012,NJ,NC,3,"Agricultural products (excl. feed, grains, and forage)",335.50
2017,NJ,NC,3,"Agricultural products (excl. feed, grains, and forage)",349.35
2012,NJ,NC,4,"Animal feed, eggs, honey, other products of animal origin",4.93
2017,NJ,NC,4,"Animal feed, eggs, honey, other products of animal origin",5.42
2012,NJ,NC,5,"Meat, poultry, fish, seafood, and preparations",45.24
2017,NJ,NC,5,"Meat, poultry, fish, seafood, and preparations",52.22
2012,NJ,NC,6,Milled grain products and preparations and bakery products,52.10
2017,NJ,NC,6,Milled grain products and preparations and bakery products,57.29
2012,NJ,NC,7,Other prepared foodstuffs and preparations,284.34
2017,NJ,NC,7,Other prepared foodstuffs and preparations,311.81
2012,NJ,ND,3,"Agricultural products (excl. feed, grains, and forage)",12.14
2017,NJ,ND,3,"Agricultural products (excl. feed, grains, and forage)",12.64
2012,NJ,ND,7,Other prepared foodstuffs and preparations,3.04
2017,NJ,ND,7,Other prepared foodstuffs and preparations,3.34
2012,NJ,NE,2,Cereal grains and seed,0.06
2017,NJ,NE,2,Cereal grains and seed,0.06
2012,NJ,NE,4,"Animal feed, eggs, honey, other products of animal origin",2.57
2017,NJ,NE,4,"Animal feed, eggs, honey, other products of animal origin",2.82
2012,NJ,NE,7,Other prepared foodstuffs and preparations,36.74
2017,NJ,NE,7,Other prepared foodstuffs and preparations,40.29
2012,NJ,NH,3,"Agricultural products (excl. feed, grains, and forage)",2.18
2017,NJ,NH,3,"Agricultural products (excl. feed, grains, and forage)",2.27
2012,NJ,NH,6,Milled grain products and preparations and bakery products,7.29
2017,NJ,NH,6,Milled grain products and preparations and bakery products,8.02
2012,NJ,NH,7,Other prepared foodstuffs and preparations,183.09
2017,NJ,NH,7,Other prepared foodstuffs and preparations,200.78
2012,NJ,NM,7,Other prepared foodstuffs and preparations,5.02
2017,NJ,NM,7,Other prepared foodstuffs and preparations,5.51
2012,NJ,NV,2,Cereal grains and seed,0.72
2017,NJ,NV,2,Cereal grains and seed,0.71
2012,NJ,NV,6,Milled grain products and preparations and bakery products,44.58
2017,NJ,NV,6,Milled grain products and preparations and bakery products,49.02
2012,NJ,NV,7,Other prepared foodstuffs and preparations,7.29
2017,NJ,NV,7,Other prepared foodstuffs and preparations,7.99
2012,NJ,NY,1,Animals & fish (live),57.74
2017,NJ,NY,1,Animals & fish (live),62.24
2012,NJ,NY,2,Cereal grains and seed,33.12
2017,NJ,NY,2,Cereal grains and seed,32.57
2012,NJ,NY,3,"Agricultural products (excl. feed, grains, and forage)",1277.64
2017,NJ,NY,3,"Agricultural products (excl. feed, grains, and forage)",1330.38
2012,NJ,NY,4,"Animal feed, eggs, honey, other products of animal origin",15.55
2017,NJ,NY,4,"Animal feed, eggs, honey, other products of animal origin",17.11
2012,NJ,NY,5,"Meat, poultry, fish, seafood, and preparations",3467.05
2017,NJ,NY,5,"Meat, poultry, fish, seafood, and preparations",4002.61
2012,NJ,NY,6,Milled grain products and preparations and bakery products,1015.75
2017,NJ,NY,6,Milled grain products and preparations and bakery products,1116.90
2012,NJ,NY,7,Other prepared foodstuffs and preparations,2785.93
2017,NJ,NY,7,Other prepared foodstuffs and preparations,3055.09
2012,NJ,OH,3,"Agricultural products (excl. feed, grains, and forage)",105.44
2017,NJ,OH,3,"Agricultural products (excl. feed, grains, and forage)",109.79
2012,NJ,OH,4,"Animal feed, eggs, honey, other products of animal origin",4.01
2017,NJ,OH,4,"Animal feed, eggs, honey, other products of animal origin",4.42
2012,NJ,OH,5,"Meat, poultry, fish, seafood, and preparations",15.35
2017,NJ,OH,5,"Meat, poultry, fish, seafood, and preparations",17.73
2012,NJ,OH,6,Milled grain products and preparations and bakery products,164.50
2017,NJ,OH,6,Milled grain products and preparations and bakery products,180.88
2012,NJ,OH,7,Other prepared foodstuffs and preparations,343.47
2017,NJ,OH,7,Other prepared foodstuffs and preparations,376.66
2012,NJ,OK,3,"Agricultural products (excl. feed, grains, and forage)",118.85
2017,NJ,OK,3,"Agricultural products (excl. feed, grains, and forage)",123.75
2012,NJ,OK,5,"Meat, poultry, fish, seafood, and preparations",17.30
2017,NJ,OK,5,"Meat, poultry, fish, seafood, and preparations",19.98
2012,NJ,OK,6,Milled grain products and preparations and bakery products,7.67
2017,NJ,OK,6,Milled grain products and preparations and bakery products,8.44
2012,NJ,OK,7,Other prepared foodstuffs and preparations,8.94
2017,NJ,OK,7,Other prepared foodstuffs and preparations,9.80
2012,NJ,OR,3,"Agricultural products (excl. feed, grains, and forage)",31.17
2017,NJ,OR,3,"Agricultural products (excl. feed, grains, and forage)",32.46
2012,NJ,OR,5,"Meat, poultry, fish, seafood, and preparations",14.17
2017,NJ,OR,5,"Meat, poultry, fish, seafood, and preparations",16.35
2012,NJ,OR,6,Milled grain products and preparations and bakery products,4.98
2017,NJ,OR,6,Milled grain products and preparations and bakery products,5.48
2012,NJ,OR,7,Other prepared foodstuffs and preparations,39.21
2017,NJ,OR,7,Other prepared foodstuffs and preparations,43.00
2012,NJ,PA,1,Animals & fish (live),27.37
2017,NJ,PA,1,Animals & fish (live),29.50
2012,NJ,PA,2,Cereal grains and seed,57.42
2017,NJ,PA,2,Cereal grains and seed,56.48
2012,NJ,PA,3,"Agricultural products (excl. feed, grains, and forage)",729.93
2017,NJ,PA,3,"Agricultural products (excl. feed, grains, and forage)",760.06
2012,NJ,PA,4,"Animal feed, eggs, honey, other products of animal origin",19.81
2017,NJ,PA,4,"Animal feed, eggs, honey, other products of animal origin",21.80
2012,NJ,PA,5,"Meat, poultry, fish, seafood, and preparations",960.56
2017,NJ,PA,5,"Meat, poultry, fish, seafood, and preparations",1108.94
2012,NJ,PA,6,Milled grain products and preparations and bakery products,734.36
